carrier,op_code,ticket,pnr,seat
I2,6,06087446,OQLQB,29C
I2,6,06032671,CHFHH,42Q
I2,6,06018726,MLLOG,30S
I2,6,06038441,ZTKFY,8Q
I2,6,06078539,PMSUP,31Y
I2,6,06083618,QRJKR,8Z
I2,6,06059655,DCMJC,11E
I2,6,06063058,FZBGO,11R
I2,6,06076568,JSANK,35S
I2,6,06080728,UPSQZ,4A
I2,6,06072341,BBAAN,21C
I2,6,06078822,PPBJA,38F
I2,6,06070088,YDWQH,31P
I2,6,06053092,VGZOV,26A
I2,6,06068205,EIWMC,24P
I2,6,06054771,WYYPM,30J
I2,6,06016625,EMKNF,14E
I2,6,06098561,MWZCZ,37J
I2,6,06030029,OSIWW,22Q
I2,6,06098691,VNVHX,26I
I2,6,06034779,JANJD,11O
I2,6,06019051,SABUM,40W
I2,6,06080409,AZMZG,36J
I2,6,06080461,VLCWP,39F
I2,6,06022732,BPKGH,16T
I2,6,06020986,BBKRU,34E
I2,6,06039726,ZHWMU,40U
I2,6,06014629,HITOR,3A
I2,6,06094145,RDFSG,8A
I2,6,06072201,ZOGJF,31H
I2,6,06044414,AOJMD,42P
I2,6,06060482,LDAGW,8Q
I2,6,06020762,CUFIM,34P
I2,6,06081741,NBGOL,14G
I2,6,06044656,LRBTI,24N
I2,6,06024105,OTLCP,38L
I2,6,06068162,PXKZM,17U
I2,6,06033751,PAFJG,17L
I2,6,06018201,CDBBD,42N
I2,6,06016612,TYQGT,25J
I2,6,06012142,MLAVQ,30G
I2,6,06021946,FNTTH,25U
I2,6,06094661,OEMQY,25R
I2,6,06037300,RYGSZ,12C
I2,6,06046237,OLNHY,14L
I2,6,06032491,UNKWW,37P
I2,6,06034637,JSFNR,29N
I2,6,06011020,PRMAH,38T
I2,6,06086796,FHDHE,4O
I2,6,06040953,DBVTX,2A
I2,6,06036845,NREKO,20N
I2,6,06056700,YYHIL,34G
I2,6,06052471,DPVAH,5U
I2,6,06060065,RGDTI,13J
I2,6,06057433,GYWZV,26C
I2,6,06010632,QDOLN,30F
I2,6,06096128,KQNNA,22O
I2,6,06023825,YDLXR,22Z
I2,6,06075221,CAVUN,39W
I2,6,06090916,QRPTJ,13D
I2,6,06053180,ZZCJC,40E
I2,6,06095393,KBCLA,38G
I2,6,06013571,GBMMG,15A
IB,7,07537291,ILWWC,36U
IB,7,07545855,YHIRP,20F
IB,7,07572593,YZDIZ,29P
IB,7,07542755,VTZGZ,24W
IB,7,07570907,YKMYS,38O
IB,7,07517986,CIGFO,25J
IB,7,07578695,ADJRC,17I
IB,7,07590939,YZLDB,17O
IB,7,07559254,ERTZA,3B
IB,7,07537896,RFTDD,8L
IB,7,07560925,LUMYQ,34O
IB,7,07529375,SWBLM,36Q
IB,7,07531572,ZDUMI,4E
IB,7,07515169,FDCZW,16P
IB,7,07598862,WUCNA,8M
IB,7,07531565,RCDBE,17Z
IB,7,07551468,IEXVS,1W
IB,7,07523286,AZUYB,37O
IB,7,07588184,RKZVO,42G
IB,7,07593203,KQJMC,28O
IB,7,07596699,ZANBK,33C
IB,7,07511611,GKXBV,8T
IB,7,07517661,TBOYQ,6N
IB,7,07552521,SKALQ,37A
IB,7,07547616,DZVJU,30N
IB,7,07597466,HDPIJ,40Z
IB,7,07567197,WEOOM,9D
IB,7,07562775,EAENV,16M
IB,7,07595045,XPTEK,41Y
IB,7,07561997,VARCQ,5G
IB,7,07551425,NJHXK,41K
IB,7,07564175,NJLDM,30X
IB,7,07523100,KASGV,41R
IB,7,07562795,OLQDK,7I
IB,7,07548350,EXKRQ,11G
IB,7,07569169,QVNCM,30Y
IB,7,07577953,AVHJD,1I
IB,7,07582495,PLYEN,5K
IB,7,07583038,ZQAOO,41S
IB,7,07523688,BIOTW,22Q
IB,7,07542561,APOZZ,20U
IB,7,07537184,UXZZP,18N
IB,7,07517882,LWTYT,28X
IB,7,07585611,CNBIY,14M
IB,7,07539621,XKNPS,42Z
IB,7,07536536,QAYEZ,11T
IB,7,07511313,VNOWO,20V
IB,7,07532830,DYENS,2I
IB,7,07590579,CIGTY,10I
IB,7,07576856,IKQFF,26C
IB,7,07520391,CXSLO,5Z
IB,7,07535011,KSKCA,16I
IB,7,07535884,OMSNA,36V
IB,7,07592753,VALWC,27X
IB,7,07567896,SKNIX,11X
IB,7,07552552,ZYFUA,42A
IB,7,07542001,MZCST,38T
IB,7,07577678,UWSRT,22G
IB,7,07512380,SXKAQ,29O
IB,7,07549473,LETNI,7P
IB,7,07582844,LOQMH,14V
IB,7,07574264,ZANNG,23S
IB,7,07570477,GAKIZ,29G
IB,7,07578860,CFPMK,9A
IB,7,07559967,VRFNC,39H
IB,7,07547994,PESZG,41U
IB,7,07589649,BKVPJ,15L
IB,7,07550068,UAFCD,6T
IB,7,07517190,FZZHS,21G
IB,7,07540467,YTHYQ,30D
IB,7,07533677,SJUQC,39J
IB,7,07590731,BXJNQ,38N
IB,7,07594755,IGBAT,13M
IB,7,07562173,NJRSB,40P
IB,7,07544075,RFILQ,7X
IB,7,07565343,QJFSL,6O
IB,7,07523885,AFPDF,34B
IB,7,07572657,QNECY,38F
IB,7,07591010,KJPMN,33R
IB,7,07535413,SYQZG,23E
IB,7,07511942,TAODG,26J
IB,7,07558485,AZWQJ,32U
IB,7,07560088,ERQKV,38N
IB,7,07512901,ORAGE,21I
IB,7,07539489,DRYMD,6Z
IB,7,07535071,TGTEI,16T
IB,7,07521263,WBXJK,12A
IB,7,07550500,JWDLT,30W
IB,7,07519807,HEIYD,32G
IB,7,07561424,SJEQU,25I
IB,7,07512246,VBMZU,35C
IB,7,07527947,POVLF,16P
IB,7,07540161,EYYQW,29W
IB,7,07511150,WNOEC,27X
IB,7,07551782,GKMVA,42T
IB,7,07585581,IOUVR,3A
IB,7,07547738,RTFNA,38I
IB,7,07523503,MYGGL,14D
IB,7,07567676,ZFHWK,39X
IB,7,07519547,SMGSA,36P
IB,7,07595436,DTICG,34M
IB,7,07596837,XTXQN,12S
IB,7,07548697,ETKCH,29A
IB,7,07532364,JDUOT,2L
IB,7,07587410,ILSDT,12E
IB,7,07586948,DRHWT,29O
IB,7,07517460,DUEAW,23P
IB,7,07530220,ZAIFR,5P
IB,7,07517911,UWDEV,2S
IB,7,07553003,QASQG,33W
IB,7,07525576,TGEFV,36U
IB,7,07570007,IMITN,12I
IB,7,07558940,HZAZC,24R
I2,8,06016737,VVLKD,24F
I2,8,06083476,DDVIQ,3O
I2,8,06086455,LHQJX,19P
I2,8,06010419,UURLN,13I
I2,8,06016466,PCLQO,33Z
I2,8,06042494,DWOXU,38U
I2,8,06079025,GYDKQ,30P
I2,8,06035100,UGTWX,14A
I2,8,06069108,RKROB,29J
I2,8,06082737,LDFGZ,33P
I2,8,06091446,PJLAB,17E
I2,8,06093139,BZFRM,24G
I2,8,06075179,JHKCI,1G
I2,8,06022482,JCUIV,11P
I2,8,06071418,WUXQT,12B
I2,8,06091091,NJGJD,1R
I2,8,06080576,QCRGQ,6F
I2,8,06064426,BSRWH,3L
I2,8,06051388,BLIEC,41I
I2,8,06090237,HCMZL,30N
I2,8,06074317,UVWJC,6U
I2,8,06095570,DPPRA,33X
I2,8,06021849,ZLYHH,42X
I2,8,06054547,SZZLB,27Z
I2,8,06034814,XWZUY,20X
I2,8,06018922,VLSZX,13Z
I2,8,06081153,WWWAP,5W
I2,8,06098252,QMFEW,8P
I2,8,06013140,RUMUW,21P
I2,8,06025690,IMCIY,39H
I2,8,06033456,NZVGT,33G
I2,8,06097926,YLIHB,8B
I2,8,06098431,XXEDA,26D
I2,8,06024153,UHESW,33M
I2,8,06083825,DACXJ,8O
I2,8,06036833,YVJVX,24H
I2,8,06025567,QFFWY,2I
I2,8,06039242,ZKBQF,14H
I2,8,06015964,QOSOI,36C
I2,8,06052225,MPBJN,3O
I2,8,06034698,PJCGG,24R
I2,8,06086095,VCHRI,10P
I2,8,06061789,JOTRE,4J
I2,8,06046759,ORUAG,4I
I2,8,06014877,VURYQ,23N
I2,8,06068988,EXCNP,1E
I2,8,06051898,ZEDKI,39S
I2,8,06015466,IEHGE,24J
I2,8,06044776,TYHAZ,10J
I2,8,06042511,ERLAJ,42F
I2,8,06081435,VWGOM,38K
I2,8,06068453,JLELF,42X
I2,8,06095834,NQOOW,22O
I2,8,06043571,JZLUC,5N
I2,8,06035704,AYYOD,31Y
I2,8,06020828,PUKCT,23M
I2,8,06085856,NIOEI,2T
I2,8,06087434,OVYCZ,30F
I2,8,06090137,CMAAS,22T
I2,8,06013818,WKYAW,22X
I2,8,06047780,HHROD,28J
I2,8,06021811,XQUXM,31W
I2,8,06036675,MJZHC,19B
I2,8,06096300,AJSTS,5M
I2,8,06019837,YCYVV,33E
I2,8,06032772,PHDYO,35B
I2,8,06053784,UPFVW,35E
I2,8,06018575,FYUDQ,14V
I2,8,06071914,TAWDJ,38W
I2,8,06025360,VZZDN,28B
I2,8,06021143,LIOUY,31B
I2,8,06076250,UNCUK,7V
I2,8,06040368,ZRASC,4B
I2,8,06057668,GJLUD,4F
I2,8,06041291,DKEYY,42N
I2,8,06083130,NJFPZ,37O
I2,8,06041310,NLOKT,25X
I2,8,06049209,XJXHL,33Z
I2,8,06020054,YLEVJ,12W
I2,8,06038376,FFKNH,18V
I2,8,06036492,WPTZG,27J
I2,8,06066235,LUMKV,40B
I2,8,06098648,LFVEG,4O
I2,8,06085198,IRTRM,2F
I2,8,06031519,WAAAZ,17Z
I2,8,06099718,OHUTN,36Y
I2,8,06079127,HJYJF,17J
I2,8,06035251,TVCXI,6O
I2,8,06092913,MCDSK,38Y
I2,8,06040029,DVCBG,13X
I2,8,06089244,BNYJO,20O
I2,8,06080295,ULDWB,36I
I2,8,06091708,CMFDM,8M
I2,8,06072226,MRRSZ,22V
I2,8,06060286,RISQU,22S
I2,8,06059619,MWMVN,22T
I2,8,06049107,VLNTW,13B
I2,8,06023172,ZKAAY,10H
I2,8,06046926,ZWFML,29W
I2,8,06015762,DLIJZ,14X
I2,8,06026214,EZRXL,8K
I2,8,06076854,NMMSN,23F
I2,8,06063373,GJNGF,34Y
I2,8,06025194,FCQCK,36V
I2,8,06071613,RJBIO,24G
I2,8,06034362,TIECX,33M
I2,8,06069333,BWDAV,26T
I2,8,06096377,EVLXR,36T
I2,8,06050305,QFHWI,4R
I2,8,06082032,KLTEP,42R
I2,8,06047014,MDIXV,11K
I2,8,06077808,STAEB,29N
I2,8,06051825,RGCJR,36W
I2,8,06087950,DBPKT,19Q
I2,8,06046065,UDCQC,29L
I2,8,06027046,WOWSY,3E
I2,8,06041721,AYVVV,30S
I2,8,06088414,VKNLZ,8J
I2,8,06029469,UZOGF,22Y
I2,8,06011354,MEJGN,5H
I2,8,06074151,DVRXX,3N
I2,8,06075314,RCYQD,7Y
I2,8,06033496,ZMWLL,26T
I2,8,06019091,ZKGMS,29R
I2,8,06075583,WYTLM,24G
I2,8,06067666,PSJJV,12B
I2,8,06045805,OIWEJ,41C
I2,8,06016130,EKCXZ,21C
I2,8,06013435,ATWAX,34M
VY,9,03015421,IRUKY,38K
VY,9,03050639,UAEYZ,25D
VY,9,03096024,LRBUE,35Y
VY,9,03061752,BIBRB,30W
VY,9,03071819,KMJXA,15H
VY,9,03040314,LUBJS,24C
VY,9,03060532,OZLYC,6Y
VY,9,03043446,NAGIN,3V
VY,9,03061256,MMICE,2Q
VY,9,03073422,OFMVW,7I
VY,9,03054793,GEYBI,10A
VY,9,03037091,WRHPY,8D
VY,9,03030537,GDXBR,3Z
VY,9,03092013,TQAFT,14S
VY,9,03043392,OHNMA,16A
VY,9,03012323,GSLGL,32U
VY,9,03025636,VUHLC,6K
VY,9,03019863,MZYRA,40W
VY,9,03012902,LRDBW,22U
VY,9,03068824,FRDXX,4O
VY,9,03052123,HCHAD,34N
VY,9,03016761,OQBMY,4T
VY,9,03036078,NRYZJ,34B
VY,9,03043205,SAJLV,36Z
VY,9,03038639,VHYZJ,39G
VY,9,03038632,VDFWF,8X
VY,9,03094773,PBAMJ,27H
VY,9,03069550,GLLIW,31J
VY,9,03037432,DCCKJ,2J
VY,9,03024299,QFVMH,39H
VY,9,03054286,BYHXE,30C
VY,9,03033140,QEILU,13W
VY,9,03011300,MTHPL,38P
VY,9,03076940,XGINU,22M
VY,9,03054115,ROFOY,40E
VY,9,03021091,QATGT,18Z
VY,9,03051312,JBSKG,31P
VY,9,03079202,ZQIID,40N
VY,9,03068818,VKLTT,37S
VY,9,03072530,UHDNF,31R
VY,9,03013581,IYMJD,22C
VY,9,03079430,DORHL,19H
VY,9,03087742,ACAQY,17Q
VY,9,03016251,DSDTU,12M
VY,9,03038514,PNIVY,18B
VY,9,03027419,ZTJKA,7J
VY,9,03052864,ZNLVH,34C
VY,9,03014781,NAWON,19S
VY,9,03076644,JECER,3M
VY,9,03096212,CHFMZ,12Y
VY,9,03054298,YHASD,13R
VY,9,03019095,YOFWF,40D
VY,9,03098072,QBBZZ,40H
VY,9,03060592,YQXPB,28H
VY,9,03084290,BHPEW,15B
VY,9,03014861,GOIJK,30O
VY,9,03038230,WVTRV,26I
VY,9,03041928,MUEZO,11M
VY,9,03042014,NQETT,42R
VY,9,03066557,TNUVV,9U
VY,9,03068384,LKFQI,11J
VY,9,03050814,SYNVL,29U
VY,9,03051916,BTCGV,36C
VY,9,03092392,WTNAM,42H
VY,9,03065567,FIXGP,35E
VY,9,03014017,BPJBU,14G
VY,9,03024459,RIQVO,38C
VY,9,03067192,HGAJA,35W
VY,9,03046306,UGNNK,36I
VY,9,03010521,NVDWC,31V
VY,9,03028777,HLSYS,34D
VY,9,03096083,KKVII,12I
VY,9,03017259,AVLGO,8B
VY,9,03078902,ZELPY,10A
VY,9,03037306,GZRGB,32Q
VY,9,03044501,KHNSV,30Q
VY,9,03076252,INESN,41Z
VY,9,03078888,CDSQR,33L
VY,9,03082586,GQMQK,2B
VY,9,03046824,OOQEH,2O
VY,9,03011364,KTMRA,16Q
VY,9,03029894,WFRSZ,28I
VY,9,03030087,HOBLY,20V
VY,9,03053942,IEVUF,25S
VY,9,03023410,PNDZU,41B
VY,9,03027600,VEYMU,31A
VY,9,03097142,XWKXE,21H
VY,9,03043114,LBTBV,27O
VY,9,03028923,THVNX,3J
VY,9,03038600,ZUYSX,15K
VY,9,03067377,AQZFT,40O
VY,9,03062224,ZGNKX,16R
VY,9,03061259,DBKPX,18H
VY,9,03059840,YYNYI,28U
VY,9,03075944,SNSHR,15N
VY,9,03093830,DDPWG,22F
VY,9,03037857,OXLOF,2H
VY,9,03012958,OHKII,12W
VY,9,03077506,WUPXN,42J
VY,9,03053713,RJFSE,26D
VY,9,03086106,QUWYY,12U
VY,9,03078848,GMLYK,14E
VY,9,03020148,YKJHX,41Q
VY,9,03033340,FRVFI,35V
VY,9,03015682,USOJP,28A
VY,9,03013249,ONQJF,30J
VY,9,03037772,MEUYO,32T
VY,9,03081082,IXPMV,27Z
VY,9,03058926,SJVQM,21L
VY,9,03083165,EUYPE,27N
VY,9,03030044,UHCFY,19Q
VY,9,03081940,JIPMJ,28G
VY,9,03035259,GQBIN,34J
VY,9,03086071,YBISD,19N
VY,9,03012951,PTTGE,39Q
VY,9,03093613,EKYBK,9Z
VY,9,03053805,QDQII,13K
VY,9,03011707,SMBIA,1B
VY,9,03083560,OGPXV,24L
VY,9,03064651,QANMU,34G
VY,9,03033962,PTPWO,25S
VY,9,03031490,WSIEA,10W
VY,9,03062723,BAFNE,1X
VY,9,03098700,QJDKD,34T
VY,9,03094619,IXDFS,8C
VY,9,03091252,RPGMU,33V
VY,9,03046082,STDZL,40B
VY,9,03071020,PUETJ,38F
VY,9,03082904,QAMBJ,13U
VY,9,03050166,LSZWG,35L
VY,9,03098299,ZJNWP,17C
VY,9,03067808,EVALZ,30H
VY,9,03063621,FRVRL,10R
VY,9,03087412,FNLCE,36G
VY,9,03012103,IPBJQ,3C
VY,9,03011787,ZGVAY,32E
VY,9,03029147,DQEBI,31I
VY,9,03082627,KPMKE,1M
VY,9,03062185,CCOCF,1U
VY,9,03066364,IMZGC,39H
VY,9,03051801,MUZME,13U
VY,9,03099734,ILHOH,37I
I2,10,06064997,HSWLH,32Z
I2,10,06026474,RTBFG,21C
I2,10,06074365,TILOE,26N
I2,10,06026401,UJEDT,31Y
I2,10,06081712,ATKTR,23F
I2,10,06041169,PCLOF,16M
I2,10,06047742,YZZLS,19A
I2,10,06054672,NJQBO,31K
I2,10,06016141,VVJBR,39J
I2,10,06078098,CYREZ,17G
I2,10,06059020,MZAKH,6B
I2,10,06030889,FYCSO,19V
I2,10,06044197,CNXQW,13P
I2,10,06081542,HYIAK,21R
I2,10,06022530,QMVFR,24L
I2,10,06058887,LDTLV,34M
I2,10,06089728,MUNAM,28N
I2,10,06095485,ZRDPE,12Z
I2,10,06095734,KGRIB,3D
I2,10,06091804,WIFIZ,41O
I2,10,06053969,PHFCX,12B
I2,10,06056039,RFFBV,6R
I2,10,06091458,ZWWHK,33J
I2,10,06045457,QLGZK,15M
I2,10,06036679,BAXNS,26C
I2,10,06036643,OYUCH,24F
I2,10,06061259,QPDWU,6T
I2,10,06081011,FGWCY,18Y
I2,10,06054588,WZLUW,19F
I2,10,06067270,UXTKP,19Z
I2,10,06078273,VSUJK,17D
I2,10,06095644,VYNVU,21U
I2,10,06044732,UXDYS,37C
I2,10,06059373,EJLPE,32X
I2,10,06089524,BXIQV,30M
I2,10,06043030,OXDSM,18S
I2,10,06039299,AZVSC,34L
I2,10,06094159,NEDHE,29X
I2,10,06091280,KEIHV,2J
I2,10,06067149,AGCLJ,19Q
I2,10,06074568,QPGMG,12B
I2,10,06072354,RXLBC,42C
I2,10,06011143,YLPSC,25S
I2,10,06097175,MXSWA,28Z
I2,10,06060946,XRGAQ,22W
I2,10,06057696,JQJOJ,16M
I2,10,06013329,WCTJM,35B
I2,10,06060296,AHNFU,2V
I2,10,06012576,KEUZH,18E
I2,10,06071876,RVXCI,14Z
I2,10,06023557,SLMWD,15T
I2,10,06032859,LPFEC,26C
I2,10,06061966,IXNKJ,5Q
I2,10,06058251,VNJCH,33O
I2,10,06027607,JZJGC,5P
I2,10,06048237,VIWCK,38B
I2,10,06068839,XRHLP,13W
I2,10,06018640,CLJYR,40S
I2,10,06037737,MJXFR,35S
I2,10,06012122,HFEVO,33R
I2,10,06012093,YDMQB,25V
I2,10,06095873,QUYLY,13B
I2,10,06030726,QUOWE,16I
I2,10,06036836,SBPNB,10X
I2,10,06075152,JKXKJ,7B
I2,10,06072098,SVMOY,20L
I2,10,06061546,OHDMJ,5V
I2,10,06079687,OKHHT,16X
I2,10,06084653,HTZAE,18H
I2,10,06062995,BKWPT,30W
I2,10,06033053,ZMVRD,9I
I2,10,06039547,HJGUW,11E
I2,10,06085589,GNVKT,1H
I2,10,06052680,RBCAC,9R
I2,10,06037342,NSQEO,19X
I2,10,06013854,ACRMN,5W
I2,10,06059007,DFRIT,21U
I2,10,06084696,CRUEK,3U
I2,10,06033132,RJOIJ,9J
I2,10,06055842,BPAEH,37F
I2,10,06074339,WERHK,4P
I2,10,06082731,ESKGI,16C
I2,10,06050038,SLVTA,36N
I2,10,06023735,KNDLX,33J
I2,10,06076862,BZNOO,1Y
I2,10,06014238,TCEUE,10D
I2,10,06068259,GIQKY,35Y
I2,10,06063033,KDOHL,32Q
I2,10,06081757,QSKBA,41L
I2,10,06044266,UPZXH,35W
I2,10,06058320,MUXIG,34T
I2,10,06071274,TKCDY,19K
I2,10,06062505,QGPRE,21S
I2,10,06030829,NYCLV,30N
I2,10,06097479,AGWTJ,7O
I2,10,06080994,FCXPM,7G
I2,10,06078374,ZREEQ,41G
I2,10,06089211,LGFTG,6Y
I2,10,06074530,TVPBQ,29E
I2,10,06070092,CCRAL,9P
I2,10,06046990,VHQHI,37K
I2,10,06022287,REUSG,5A
I2,10,06031584,ZVIUY,32Q
I2,10,06050188,ROSPV,26A
I2,10,06085667,FOMZX,37E
I2,10,06081173,INEAR,25H
I2,10,06030398,SEFOY,13D
I2,10,06054090,JJZGR,24U
I2,10,06011688,FSRLT,34C
I2,10,06044523,UXNHO,9R
I2,10,06030150,OFNLS,29L
I2,10,06070395,APNFS,34N
I2,10,06091310,NVYMR,8Z
I2,10,06058329,RGZOV,5R
I2,10,06097921,VYXWC,34V
I2,10,06039799,TMTBH,24E
I2,10,06072207,OUAGP,22G
I2,10,06037210,GNDIE,27O
I2,10,06097878,OWBZX,32G
I2,10,06066206,DUMMM,1F
I2,10,06097582,BIRAG,23A
I2,10,06071246,GWHFC,33D
I2,10,06076030,ALCCW,17N
I2,10,06040875,DOACV,8I
I2,10,06035036,AYGJZ,7S
I2,10,06019127,FVMMK,39I
I2,10,06028089,LHCUK,32C
I2,10,06066694,XVORK,12E
I2,10,06035456,SCESU,38X
I2,10,06053376,KRMYD,29O
I2,10,06087848,RSEEX,24E
I2,10,06093162,YKYZW,33J
I2,10,06073036,XJLHD,18O
I2,10,06056145,CFPVV,19M
I2,10,06066749,UQIQW,4H
I2,10,06049089,SKOEN,36A
I2,10,06023891,DPNSM,38B
I2,10,06096353,PGJYI,28M
I2,10,06083703,KVFAY,7U
VY,11,03025840,CGQOB,23A
VY,11,03078718,FGYWF,33E
VY,11,03033851,IKUWE,2X
VY,11,03051486,WSTHE,36F
VY,11,03043118,YGHBE,7T
VY,11,03062780,YIHUP,29G
VY,11,03053456,WKKRG,15C
VY,11,03098162,PQHWU,38J
VY,11,03011398,OASZY,11K
VY,11,03035551,NIGVQ,29F
VY,11,03064324,BGHLO,23F
VY,11,03027889,YYLHS,36F
VY,11,03047395,EXGBI,41O
VY,11,03077648,SKBRS,3M
VY,11,03099608,VQULY,9Y
VY,11,03049912,RPAJS,42R
VY,11,03089541,XUWUU,5W
VY,11,03018196,UARHS,36E
VY,11,03051433,CPYYA,20F
VY,11,03060487,YVBXS,32J
VY,11,03046082,OEXAM,1X
VY,11,03028642,DFXBB,23P
VY,11,03017132,QUHJS,4T
VY,11,03065988,OFNOH,15B
VY,11,03041324,HZPEG,8N
VY,11,03010822,NLOKZ,21O
VY,11,03078850,KFWVP,31K
VY,11,03049649,MDUWT,22P
VY,11,03055588,KMORD,39R
VY,11,03022340,RVDRK,32Y
VY,11,03059856,OPBMG,23K
VY,11,03011719,QPNUC,19M
VY,11,03031463,UIIDV,31Q
VY,11,03034535,ZOOIY,6D
VY,11,03059902,OSYZR,29O
VY,11,03054197,ARNEB,23Y
VY,11,03011600,IPKYW,39S
VY,11,03018629,VVEEL,12Q
VY,11,03045196,HAZCK,22J
VY,11,03068380,EBSEQ,25H
VY,11,03050877,URSRR,29G
VY,11,03011498,YMMUD,21W
VY,11,03023578,UAUCN,35O
VY,11,03094567,DXXZU,27M
VY,11,03045883,VYVPR,13D
VY,11,03074178,DKAGJ,15B
VY,11,03017205,SHHXU,29Y
VY,11,03030796,SYDIV,13T
VY,11,03056612,EROJB,29N
VY,11,03055965,OTXKD,14P
VY,11,03053790,QBWEI,17H
VY,11,03034731,QOUVF,42O
VY,11,03072316,NBAAS,9D
VY,11,03082330,PGKFY,42X
VY,11,03097913,JFPUB,9V
VY,11,03071650,BFLOC,34A
VY,11,03017492,YQESI,20H
VY,11,03010020,DLFTR,17S
VY,11,03095054,IUDFI,11X
VY,11,03078645,MFSPO,15M
VY,11,03088047,LAUUG,25K
VY,11,03046588,NRWXX,27G
VY,11,03087201,NORYW,23F
VY,11,03061826,HCWSP,12V
VY,11,03010530,CXECP,9S
VY,11,03033654,QTNKH,24D
VY,11,03018946,ZDWLN,9T
VY,11,03068141,JGDCN,4B
VY,11,03052612,ASYHU,26X
VY,11,03076303,AQVHK,9J
VY,11,03044657,CHWYJ,1E
VY,11,03091171,OSDWN,7K
VY,11,03080122,FESFE,42O
VY,11,03090192,JXIPV,14I
VY,11,03092712,XBYZE,18E
VY,11,03043179,OFCVI,15U
VY,11,03044699,ACCXP,30K
VY,11,03094657,BPTYZ,23S
VY,11,03012802,MOSGX,41Z
VY,11,03026153,PSJNS,20E
VY,11,03082778,NOWDT,8T
VY,11,03093824,QCMDZ,24G
VY,11,03085709,FMMCN,38M
VY,11,03046681,JQHQB,2J
VY,11,03041423,ZURII,17H
VY,11,03039816,ZKZWH,14T
VY,11,03018698,GGCHC,10S
VY,11,03018447,HGSEZ,30N
VY,11,03080610,OQMJM,30L
VY,11,03098784,ICNJY,39T
VY,11,03024721,AYZAJ,37Y
VY,11,03064817,ICKLH,29E
VY,11,03077938,ZKJAY,4V
VY,11,03070630,DJQWJ,31C
VY,11,03010130,RWAKD,4E
VY,11,03010544,NWPGW,12E
VY,11,03070232,EHUXJ,27W
VY,11,03017564,ONZWR,23X
VY,11,03055460,LEFMJ,26L
VY,11,03084371,JFSJD,10T
VY,11,03013633,KZRFP,35L
VY,11,03083388,LVCIR,8U
VY,11,03066749,IEBUU,37T
VY,11,03092702,FQRLR,5A
VY,11,03034011,BBEQG,18T
VY,11,03066199,FDHFB,26Z
VY,11,03078181,WUSNS,35B
VY,11,03011710,TEIVE,20S
VY,11,03052513,YGBGM,12H
VY,11,03062134,JFPIY,18W
VY,11,03095193,UBMYL,19U
VY,11,03087742,GBYRL,31H
VY,11,03069225,GRDSP,23Y
VY,11,03038831,OZAFZ,1W
VY,11,03080094,SOWMT,28S
VY,11,03038277,KPYNK,33G
VY,11,03011337,KWTHN,24Z
VY,11,03014801,AWUON,39R
VY,11,03086482,WCXSC,35Y
VY,11,03080176,IFDUZ,33H
VY,11,03027109,GAVHC,37E
VY,11,03051473,XINTD,39T
VY,11,03010650,AMEZA,32M
VY,11,03095719,KIEWC,14X
VY,11,03076351,EYSCO,27L
VY,11,03098134,WNNUW,26C
VY,11,03058356,BNNSD,15R
VY,11,03042681,ZCZTD,8H
VY,11,03040222,EJGJR,5G
VY,11,03093849,KCNJQ,5C
VY,11,03060855,EHBAG,29I
IB,12,07594611,TMSQA,7H
IB,12,07532132,WLHKO,25Q
IB,12,07575401,MXCUX,42L
IB,12,07542274,ZEHFB,2X
IB,12,07530119,QPZZA,9E
IB,12,07588590,GZLFP,42R
IB,12,07527281,JLUHM,30H
IB,12,07565018,RKLBZ,38G
IB,12,07558083,DBJII,2D
IB,12,07590653,OVSXI,15J
IB,12,07549103,FCOHG,13C
IB,12,07549244,CNGQK,26I
IB,12,07555806,ZREDA,31B
IB,12,07553754,EEYLO,38D
IB,12,07580375,SWNVZ,40E
IB,12,07530674,ABEEA,14L
IB,12,07547560,ZSWWD,28V
IB,12,07577428,ZAAMC,28T
IB,12,07562949,NSRRO,27N
IB,12,07557486,OJZPC,15Z
IB,12,07562565,PAUWN,39Z
IB,12,07523815,LBVCP,9A
IB,12,07558324,BSDMZ,27B
IB,12,07597289,HPNCO,19D
IB,12,07596204,YOHDB,16C
IB,12,07578094,KGXZN,26D
IB,12,07570132,ZRDVU,36E
IB,12,07534006,NPHCK,28T
IB,12,07549562,ORZOD,2Z
IB,12,07559720,ABRYZ,8K
IB,12,07576883,RULKP,29I
IB,12,07541577,CZRSC,8Q
IB,12,07533000,IARNB,41S
IB,12,07580351,LQRWO,34V
IB,12,07597890,CSUDM,11G
IB,12,07588736,YCOKN,28G
IB,12,07515087,KDKOL,30Z
IB,12,07564350,DCIOH,21Z
IB,12,07529872,GINOO,28A
IB,12,07580962,ILQMW,39A
IB,12,07537874,ORRFY,10T
IB,12,07529527,GBVRR,11L
IB,12,07549579,EUFTY,17P
IB,12,07511759,KMBBA,40P
IB,12,07559291,WDCQI,41T
IB,12,07517066,ASNIZ,30U
IB,12,07548767,UNDNX,23D
IB,12,07510964,QCRTZ,35T
IB,12,07519205,IFWFA,36F
IB,12,07558697,WZBAF,15Q
IB,12,07549139,KZWZD,8A
IB,12,07594626,VRRVF,41V
IB,12,07599644,YNSSU,21B
